row,payload,status,error
127,"{'batch_id': 118, 'measure_unit_id': 2, 'name': 'CERA. 60X60 EBANO VENATO BRILLO', 'code': 'PAPPL600JC010001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
128,"{'batch_id': 116, 'measure_unit_id': 2, 'name': 'CERA. 60X60 URBAN ROCK BEIGE EXT', 'code': 'PAPPL600W6510001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
129,"{'batch_id': 76, 'measure_unit_id': 2, 'name': 'CERA. 61X61 HD DUOMO MATE BOLD', 'code': 'PAPPL6100AY10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
130,"{'batch_id': 120, 'measure_unit_id': 2, 'name': 'PORC. 19X120 TROPICAL BLACK MATE', 'code': 'PAPPO19D0V610001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
131,"{'batch_id': 119, 'measure_unit_id': 2, 'name': 'PORC. 19X120 TARARA MATE', 'code': 'PAPPO19D1R910001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
132,"{'batch_id': 149, 'measure_unit_id': 2, 'name': 'PORC. 19X120 BIBOSI NATURAL MATE', 'code': 'PAPPO19DW6310001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
133,"{'batch_id': 143, 'measure_unit_id': 2, 'name': 'PORC. 19X60 FOREST NUT MATE', 'code': 'PAPPO19H0D910001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
134,"{'batch_id': 121, 'measure_unit_id': 2, 'name': 'PORC. 20X60 INDUSTRIAL GRIS GRANILLADO', 'code': 'PAPPO19H0FS20001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
135,"{'batch_id': 122, 'measure_unit_id': 2, 'name': 'PORC. 19X60 BORNEO WENGUE MATE', 'code': 'PAPPO19I04P10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
136,"{'batch_id': 123, 'measure_unit_id': 2, 'name': 'PORC. 19X60 WOOD BROWN MATE', 'code': 'PAPPO19I0WZ10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
137,"{'batch_id': 140, 'measure_unit_id': 2, 'name': 'PORC. 89X89 CONCRET GRAVA GR MATE', 'code': 'PAPPO252IT510001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
138,"{'batch_id': 139, 'measure_unit_id': 2, 'name': 'PORC. 89X89 CONCRET GRAVA BL EXT', 'code': 'PAPPO252IT610002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
139,"{'batch_id': 154, 'measure_unit_id': 2, 'name': 'PORC. 89X89 VOLCANO MR RUSTICO', 'code': 'PAPPO252IU310001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
140,"{'batch_id': 137, 'measure_unit_id': 2, 'name': 'PORC. 29X59 FIRENZZE GRIS MATE', 'code': 'PAPPO29B0CY10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
141,"{'batch_id': 124, 'measure_unit_id': 2, 'name': 'PORC. 29X90 MADERO BEIGE MIX MATE', 'code': 'PAPPO29F0KB10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
142,"{'batch_id': 145, 'measure_unit_id': 2, 'name': 'PORC. 59X120 ARTIC VEIN MATE', 'code': 'PAPPO59C1AB10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
143,"{'batch_id': 145, 'measure_unit_id': 2, 'name': 'PORC. 60X120 LUNAR MARBLE PULIDO', 'code': 'PAPPO59C1AC10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
144,"{'batch_id': 127, 'measure_unit_id': 2, 'name': 'PORC. 59X120 SIENNA PULIDO', 'code': 'PAPPO59C1AG10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
145,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 ARYA CREMA MATE', 'code': 'PAPPO60002210002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
146,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 BIANCO SATIN MATE', 'code': 'PAPPO60003X10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
147,"{'batch_id': 156, 'measure_unit_id': 2, 'name': 'PORC. 60X60 FIRENZZE GRIS MATE', 'code': 'PAPPO6000CY10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
149,"{'batch_id': 158, 'measure_unit_id': 2, 'name': 'PORC. 60X60 INDUSTRIAL STONE EXTERIOR X50', 'code': 'PAPPO6000FT10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
150,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 LAJA GRIS RUSTICO', 'code': 'PAPPO6000IE10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
151,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 SOMMET WHITE MATE', 'code': 'PAPPO6000T510002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
152,"{'batch_id': 136, 'measure_unit_id': 2, 'name': 'PORC. 59X59 TRAVERTINO BEIGE MATE', 'code': 'PAPPO6000V010003'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
153,"{'batch_id': 132, 'measure_unit_id': 2, 'name': 'PORC. 60X60 CLASSIC LUCE MATE', 'code': 'PAPPO6001R410001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
154,"{'batch_id': 165, 'measure_unit_id': 2, 'name': 'PORC. 60X60 GARDEN MATE despuntado', 'code': 'PAPPO60055F10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
155,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 ESSENTIAL WHITE MATE', 'code': 'PAPPO60055T10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
157,"{'batch_id': 161, 'measure_unit_id': 2, 'name': 'PORC. 60X60 ESSENTIAL DARK MATE', 'code': 'PAPPO60055X10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
158,"{'batch_id': 157, 'measure_unit_id': 2, 'name': 'PORC. 60X60 ALICANTE NEGRO MATE', 'code': 'PAPPO60061R10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
159,"{'batch_id': 141, 'measure_unit_id': 2, 'name': 'PORC. 60X60 STATUARIO BEIGE PULIDO', 'code': 'PAPPO60061S10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
160,"{'batch_id': 163, 'measure_unit_id': 2, 'name': 'PORC. 60X60 ALBINO PULIDO COMERCIAL', 'code': 'PAPPO60061T20001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
161,"{'batch_id': 148, 'measure_unit_id': 2, 'name': 'PORC. 60X60 DUNA BLANCO MATE X5', 'code': 'PAPPO600IR610001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
162,"{'batch_id': 43, 'measure_unit_id': 2, 'name': 'PORC. 60X60 CONCRET GRAVA GR RUSTICO', 'code': 'PAPPO600IT510002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
163,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 CONCRET GRAVA BL MATE', 'code': 'PAPPO600IT610001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
164,"{'batch_id': 152, 'measure_unit_id': 2, 'name': 'PORC. 60X120 BRUSCO MATE TEXTURADO', 'code': 'PAPPO60A05810001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
165,"{'batch_id': 31, 'measure_unit_id': 2, 'name': 'PORC. 60X120 CHOCHIS MATE', 'code': 'PAPPO60A07010001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
166,"{'batch_id': 31, 'measure_unit_id': 2, 'name': 'PORC. 60X120 PERUAN EXTERIOR', 'code': 'PAPPO60A0PB10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
167,"{'batch_id': 135, 'measure_unit_id': 2, 'name': 'PORC. 60X120 ROCK MATE', 'code': 'PAPPO60A0RE10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
168,"{'batch_id': 128, 'measure_unit_id': 2, 'name': 'PORC. 60X120 WOOD MOON TEXTURADO', 'code': 'PAPPO60A0X210001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
169,"{'batch_id': 150, 'measure_unit_id': 2, 'name': 'PORC. 60X120 WOOD NATURE MATE', 'code': 'PAPPO60A0X310001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
170,"{'batch_id': 31, 'measure_unit_id': 2, 'name': 'PORC. 60X120 ARTIC VEIN PULIDO', 'code': 'PAPPO60A1AB10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
171,"{'batch_id': 144, 'measure_unit_id': 2, 'name': 'PORC. 60X120 X50 LUNAR MARBLE MATE', 'code': 'PAPPO60A1AC10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
172,"{'batch_id': 146, 'measure_unit_id': 2, 'name': 'PORC. 60X120 SIENNA MATE', 'code': 'PAPPO60A1AG10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
173,"{'batch_id': 147, 'measure_unit_id': 2, 'name': 'PORC. 60X120 SIENNA ROMANO MATE', 'code': 'PAPPO60A1AG10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
174,"{'batch_id': 152, 'measure_unit_id': 2, 'name': 'PORC. 60X120 ARBOLEDA MATE', 'code': 'PAPPO60A1R310001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
175,"{'batch_id': 151, 'measure_unit_id': 2, 'name': 'PORC. 60X120 CLASSIC LUCE MATE', 'code': 'PAPPO60A1R410001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
176,"{'batch_id': 152, 'measure_unit_id': 2, 'name': 'PORC. 60X120 ELEMENTAL MATE', 'code': 'PAPPO60A1R510002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
177,"{'batch_id': 164, 'measure_unit_id': 2, 'name': 'PORC. 60X120 PIERRE MATE', 'code': 'PAPPO60A1R610001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
178,"{'batch_id': 159, 'measure_unit_id': 2, 'name': 'PORC. 60X120 NATURALIDAD MATE', 'code': 'PAPPO60A1R810001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
179,"{'batch_id': 153, 'measure_unit_id': 2, 'name': 'PORC. 60X120 STELLE MARMORI MATE', 'code': 'PAPPO60A1RA10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
180,"{'batch_id': 162, 'measure_unit_id': 2, 'name': 'PORC. 60X120 OR DE CREMA MATE', 'code': 'PAPPO60A1RB10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
181,"{'batch_id': 142, 'measure_unit_id': 2, 'name': 'PORC. 60X120 ALBINO PULIDO', 'code': 'PAPPO60A61T10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
182,"{'batch_id': 31, 'measure_unit_id': 2, 'name': 'PORC. 60X120 PIEDRA DE SAL', 'code': 'PAPPO60AJA010002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
183,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 BOTANICA AMARILLO TEXTURADO', 'code': 'PAPPO90004Q10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
184,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 BOTTEGA WHITE MATE', 'code': 'PAPPO90004V10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
185,"{'batch_id': 134, 'measure_unit_id': 2, 'name': 'PORC. 90X90 BRASTON MATE', 'code': 'PAPPO90005410002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
186,"{'batch_id': 138, 'measure_unit_id': 2, 'name': 'PORC. 90X90 CONCRETO AGUA MATE', 'code': 'PAPPO90007P10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
187,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 FLAKES MATE', 'code': 'PAPPO9000D110001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
188,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 METAL RUST EXTERIOR', 'code': 'PAPPO9000M210001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
189,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 SIBERIA TEXTURADO', 'code': 'PAPPO9000SD10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
190,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'PORC. 90X90 TIMELESS WHITE MATE', 'code': 'PAPPO9000UR10001'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
191,"{'batch_id': 7, 'measure_unit_id': 2, 'name': 'CERA. 60X60 BEIGE CLARO LISO BRILLO', 'code': 'PAPTE60003S10002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
192,"{'batch_id': 183, 'measure_unit_id': 2, 'name': 'CERA. 60X60 BLANCO HIELO LISO MATE', 'code': 'PAPTE60004B10003'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
193,"{'batch_id': 131, 'measure_unit_id': 2, 'name': 'CERA. 60X60 MARMOL MARFIL BRILLO', 'code': 'PAPTE6000L510002'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
210,"{'batch_id': 27, 'measure_unit_id': 2, 'name': 'PORC. 20X120 ATLANTICA CANELA AC', 'code': 'PORCATCDECO01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
214,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 A90 BEIGE PLENO PULIDO', 'code': 'PORCBEPCHIN01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
215,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 BEIGE PLENO PULIDO', 'code': 'PORCBEPCHIN01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
216,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 F117 BEIGE PLENO PULIDO', 'code': 'PORCBEPCHIN01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
217,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 F91 BEIGE PLENO PULIDO', 'code': 'PORCBEPCHIN01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
218,"{'batch_id': 22, 'measure_unit_id': 2, 'name': 'PORC. 60X60 F94 BEIGE PLENO PULIDO', 'code': 'PORCBEPCHIN01'}",400,"{""error"":[""Los campos batch_id, code deben formar un conjunto único.""]}"
